avrg_Velocity [km/h],avrg_Throttle [%],avrg_Motor Torque [Nm],avrg_Longitudinal Acceleration [m/s^2],avrg_Regenerative Braking Signal ,avrg_Battery Voltage [V],avrg_Battery Current [A],avrg_Battery Temperature [°C],avrg_Heating Power CAN [kW],avrg_Requested Heating Power [W],avrg_AirCon Power [kW],avrg_Heater Signal,avrg_Ambient Temperature [°C],avrg_Heat Exchanger Temperature [°C],avrg_Cabin Temperature Sensor [°C],Elevation change,Previous SoC,Previous displayed SoC,Next SoC,Next displayed SoC
43.31283333333333,35.44366666666667,12.898333333333333,0.04883333333333335,0.0,388.34599999999995,-17.973,22.0,0.0,85.0,1.6128333333333331,1.0,31.0,5.5,25.03083333333334,-0.31999999999993634,85.4,99.0,85.3,99.0
44.62316666666668,36.29899999999999,10.000166666666667,0.017666666666666667,0.0,388.5369999999999,-15.658999999999999,22.0,0.9199999999999999,85.0,1.5999999999999994,1.0,31.0,5.5,25.170000000000005,-0.32000000000005,85.3,99.0,85.3,99.0
44.34283333333334,32.8255,2.393666666666667,-0.148,0.18416666666666667,389.08583333333337,-9.184500000000002,22.0,0.0,85.0,1.631666666666667,1.0,31.0,5.254166666666666,25.170000000000005,-0.31999999999993634,85.3,99.0,85.3,99.0
44.9115,30.460833333333333,1.6324999999999998,-0.123,0.0,389.127,-8.038833333333335,22.0,0.0,85.0,1.6800000000000004,1.0,30.774166666666666,5.0,25.170000000000005,-0.32000000000005,85.3,99.0,85.3,98.5
38.24783333333333,19.1095,-26.926333333333332,-0.6693333333333336,0.3,390.981,11.890666666666668,22.0,0.0,85.0,1.6923333333333337,1.0,30.5,5.0,25.064166666666665,-0.32000000000005,85.3,98.5,85.3,99.0
18.577166666666663,9.275166666666669,-54.87083333333333,-1.1176666666666668,0.7833333333333333,391.2538333333334,10.677333333333333,22.0,0.0,85.0,1.6936666666666669,1.0,30.8925,5.0,25.009999999999998,-0.31999999999993634,85.3,99.0,85.3,99.0
2.6006666666666667,10.135666666666667,-4.8175,-0.17466666666666666,0.05,389.9101666666667,-5.862166666666667,22.0,0.0,85.0,1.6800000000000004,1.0,31.0,5.0,25.009999999999998,-0.32000000000005,85.3,99.0,85.3,99.0
10.583666666666668,33.76016666666667,44.406166666666664,0.3458333333333333,0.0,388.8685,-16.990166666666667,22.0,0.0,85.0,1.675,1.0,31.0,5.0,25.009999999999998,-0.31999999999993634,85.3,99.0,85.3,98.5
27.880999999999997,32.77433333333333,18.548166666666663,0.11900000000000001,0.0,388.75500000000005,-15.534666666666668,22.0,0.0,85.0,1.6540000000000004,1.0,31.0,5.0,25.009999999999998,-0.32000000000005,85.3,98.5,85.2,98.5
28.28533333333333,25.895166666666668,-8.583500000000003,-0.404,0.48333333333333334,389.9153333333333,-4.284833333333334,22.0,0.0,85.0,1.6773333333333336,1.0,31.0,5.0,25.009999999999998,-0.31999999999993634,85.2,98.5,85.2,98.5
35.78516666666666,30.1275,11.595333333333334,0.06633333333333333,0.1325,388.3713333333333,-17.756166666666665,22.0,0.0,85.0,1.6660000000000001,1.0,30.697499999999998,5.0,25.009999999999998,-0.32000000000005,85.2,98.5,85.16,98.5
22.502499999999998,35.91700000000001,33.7945,0.39483333333333337,0.1,388.0758333333333,-23.391000000000002,22.0,0.0,85.0,1.6848333333333334,1.0,30.5,5.0,25.035333333333337,-0.31999999999993634,85.16,98.5,85.1,98.5
26.15083333333333,30.63,3.192500000000001,-0.12583333333333332,0.0,389.12583333333333,-8.2685,22.0,0.0,85.0,1.7598333333333336,1.0,30.5,5.0,25.0375,-0.32000000000005,85.1,98.5,85.1,98.5
28.006500000000003,35.363166666666665,10.35,0.07966666666666665,0.0,388.7515000000001,-12.824833333333332,22.0,0.0,85.0,1.7493333333333336,1.0,30.5,5.0,25.009999999999998,-0.32000000000005,85.1,98.5,85.0,98.5
23.456500000000002,18.550000000000008,-25.228999999999996,-0.6761666666666666,0.0,390.32416666666666,4.896333333333334,22.0,0.9199999999999999,85.0,1.743666666666667,1.0,30.549166666666668,5.0,25.009999999999998,-0.31999999999993634,85.0,98.5,85.0,98.5
17.81116666666667,35.6585,33.06966666666667,0.41333333333333333,0.0,388.09816666666666,-23.466166666666666,22.0,0.0,85.0,1.702666666666667,1.0,31.0,5.0,25.009999999999998,-0.32000000000005,85.0,98.5,85.0,98.5
27.842500000000005,29.592499999999998,9.710166666666668,0.01483333333333334,0.24233333333333332,388.63933333333335,-13.423499999999997,22.0,0.0,85.0,1.6633333333333336,1.0,31.0,5.0,24.953833333333325,-0.31999999999993634,85.0,98.5,84.9,98.5
32.1455,28.7665,1.438833333333335,-0.18083333333333335,0.18333333333333332,388.9295,-8.379166666666668,22.0,0.0,85.0,1.617833333333333,1.0,31.0,5.0,24.839999999999993,-0.32000000000005,84.9,98.5,84.9,98.39
19.1625,22.0775,-23.529,-0.5413333333333333,0.31666666666666665,390.3053333333333,3.9623333333333326,22.0,0.0,85.0,1.6375000000000002,1.0,31.0,5.0,24.839999999999993,-0.31999999999993634,84.9,98.39,84.9,98.5
21.34483333333333,27.332166666666662,7.841333333333334,-0.018499999999999992,0.2833333333333333,388.93700000000007,-10.989666666666666,22.0,0.0,85.0,1.6808333333333327,1.0,31.0,5.0,24.839999999999993,-0.32000000000005,84.9,98.5,84.9,98.0
8.728999999999997,12.1995,-33.355666666666664,-0.6993333333333333,0.8,389.96049999999997,-0.444,22.0,0.0,85.0,1.7301666666666664,1.0,31.0,5.0,24.756166666666672,-0.31999999999993634,84.9,98.0,84.9,98.0
16.933333333333334,38.2125,76.17016666666667,1.1346666666666667,0.0,387.02849999999995,-33.912,22.0,0.0,85.0,1.755,1.0,31.0,5.0,24.670000000000005,-0.32000000000005,84.9,98.0,84.8,98.0
31.927166666666672,38.51333333333332,24.942333333333337,0.3036666666666667,0.0,387.57816666666656,-23.682166666666667,22.0,0.0,85.0,1.6793333333333331,1.0,31.0,5.0,24.670000000000005,-0.32000000000005,84.8,98.0,84.7,98.0
36.717999999999996,36.94566666666666,10.62383333333333,0.016833333333333332,0.0,388.2426666666667,-14.720833333333331,22.0,0.0,85.0,1.6153333333333328,1.0,31.0,5.0,24.670000000000005,-0.31999999999993634,84.7,98.0,84.7,98.0
37.143833333333326,34.217999999999996,5.153,-0.025666666666666667,0.0,388.631,-10.267166666666668,22.0,0.0,85.0,1.5919999999999996,1.0,31.0,5.0,24.670000000000005,-0.32000000000005,84.7,98.0,84.7,98.0
37.29600000000001,30.057000000000002,-0.4550000000000001,-0.1365,0.0,389.00899999999996,-5.9285000000000005,22.0,0.0,85.0,1.6220000000000003,1.0,31.0,5.0,24.670000000000005,-0.31999999999993634,84.7,98.0,84.7,98.0
26.12400000000001,16.990666666666666,-31.889000000000003,-0.7274999999999999,0.5166666666666667,390.69033333333334,10.846833333333334,22.0,0.0,85.0,1.7020000000000002,1.0,31.0,5.0,24.64333333333333,-0.32000000000005,84.7,98.0,84.7,98.0
8.698666666666668,13.02183333333333,-31.78133333333333,-0.7253333333333332,0.5,390.03049999999996,0.8956666666666668,22.0,0.0,85.0,1.7579999999999998,1.0,31.0,5.0,24.42133333333333,-0.31999999999993634,84.7,98.0,84.7,98.0
23.358166666666666,47.63349999999999,105.7845,1.5010000000000001,0.0,384.8468333333333,-57.92983333333334,22.0,0.0,85.0,1.7280000000000006,1.0,31.0,5.0,24.339999999999993,-0.32000000000005,84.7,98.0,84.5,97.61
40.62483333333334,36.87233333333334,11.842333333333332,0.07183333333333335,0.0,387.81966666666665,-16.542833333333334,22.0,0.0,85.0,1.6386666666666667,1.0,31.0,5.0,24.339999999999993,-0.32000000000005,84.5,97.61,84.5,97.5
35.33883333333335,18.112000000000002,-29.98083333333334,-0.6786666666666666,0.16666666666666666,390.609,14.303666666666667,22.0,0.0,85.0,1.6026666666666667,1.0,31.0,5.0,24.339999999999993,-0.31999999999993634,84.5,97.5,84.5,97.5
32.602,39.69983333333333,32.52066666666667,0.42716666666666664,0.0,387.1016666666667,-29.30216666666667,22.0,0.0,85.0,1.6493333333333335,1.0,31.0,5.0,24.284500000000005,-0.32000000000005,84.5,97.5,84.5,97.5
32.46633333333333,22.261166666666668,-17.3765,-0.4611666666666666,0.21466666666666664,389.95150000000007,5.540166666666667,22.0,0.0,85.0,1.6800000000000002,1.0,31.0,5.0,24.08666666666667,-0.31999999999993634,84.5,97.5,84.5,97.5
24.944166666666668,26.446833333333334,-10.166833333333333,-0.33283333333333337,0.15,389.59583333333336,-1.0048333333333332,22.0,0.0,85.0,1.7446666666666668,1.0,31.0,5.0,24.0,-0.32000000000005,84.5,97.5,84.5,97.5
28.5575,42.91433333333334,45.408666666666676,0.44850000000000007,0.0,386.6048333333334,-35.56033333333333,22.0,0.0,85.0,1.726666666666667,1.0,31.0,5.0,24.0,-0.31999999999993634,84.5,97.5,84.4,97.5
41.5695,40.40716666666666,23.203333333333333,0.2486666666666667,0.0,386.96200000000005,-26.2715,22.0,0.0,85.0,1.6661666666666668,1.0,31.0,5.0,23.97466666666666,-0.32000000000005,84.4,97.5,84.3,97.5
45.504333333333335,38.77033333333333,12.994833333333332,0.10333333333333332,0.0,387.5371666666666,-18.846333333333334,22.0,0.0,85.0,1.637833333333333,1.0,31.0,5.0,23.839999999999993,-0.31999999999993634,84.3,97.5,84.2,97.5
47.438166666666675,36.961499999999994,9.713333333333335,0.005166666666666669,0.0,387.77583333333337,-15.686333333333334,22.0,0.0,85.0,1.563666666666667,1.0,31.0,5.0,23.839999999999993,-0.32000000000005,84.2,97.5,84.2,97.5
47.677666666666674,37.60133333333333,11.522,0.05500000000000001,0.0,387.67883333333333,-17.63816666666667,22.0,0.0,85.0,1.5321666666666667,1.0,31.0,5.0,23.839999999999993,-0.32000000000005,84.2,97.5,84.2,97.0
50.0155,30.18216666666666,-0.18700000000000003,-0.1461666666666667,0.0,388.5773333333334,-5.440166666666667,22.0,0.0,85.0,1.467666666666667,1.0,31.0,5.0,23.839999999999993,-0.31999999999993634,84.2,97.0,84.1,97.0
46.06316666666667,35.775333333333336,7.366666666666666,-0.03233333333333331,0.0,388.1875,-13.539166666666663,22.0,0.0,85.0,1.4419999999999997,1.0,31.0,5.0,23.839999999999993,-0.32000000000005,84.1,97.0,84.1,97.0
48.467666666666666,29.571000000000005,-1.4256666666666666,-0.19499999999999998,0.0,388.74316666666675,-4.442166666666666,22.0,0.0,85.0,1.4319999999999997,1.0,31.0,5.0,23.839999999999993,-0.31999999999993634,84.1,97.0,84.1,97.0
41.42366666666666,14.826500000000003,-37.535,-0.8571666666666666,0.5166666666666667,391.0835000000001,21.236666666666668,22.0,0.0,85.0,1.436833333333333,1.0,31.0,5.0,23.839999999999993,-0.32000000000005,84.1,97.0,84.16,97.0
19.56783333333333,22.667666666666666,-14.759833333333336,-0.5828333333333333,0.5,389.8663333333334,-0.08333333333333322,22.0,0.0,85.0,1.4599999999999997,1.0,31.0,5.0,23.839999999999993,-0.31999999999993634,84.16,97.0,84.14,97.0
35.691500000000005,44.80616666666666,59.35666666666667,0.8643333333333334,0.0,385.35766666666666,-47.777666666666654,22.0,0.0,85.0,1.5083333333333337,1.0,31.0,5.0,23.6445,-0.32000000000005,84.14,97.0,84.0,97.0
35.3415,14.606166666666667,-36.17549999999999,-0.7639999999999998,0.5078333333333334,390.6030000000001,16.78816666666667,22.0,0.0,85.0,1.4808333333333332,1.0,31.0,5.0,23.5,-0.31999999999993634,84.0,97.0,84.1,97.0
16.060333333333332,16.0915,-34.105,-0.7161666666666666,0.47633333333333333,389.92016666666666,3.433666666666667,22.0,0.0,85.0,1.529166666666667,1.0,31.0,5.0,23.5,-0.32000000000005,84.1,97.0,84.1,97.0
16.574833333333334,42.591499999999996,77.49933333333333,1.1778333333333335,0.0,386.308,-39.12533333333334,22.0,0.0,85.0,1.5521666666666667,1.0,31.0,5.0,23.474166666666665,-0.029999999999972715,84.1,97.0,84.0,97.0
26.276166666666665,19.608000000000004,-19.9565,-0.47383333333333333,0.12616666666666668,389.5745,4.262666666666666,22.0,0.0,85.0,1.5199999999999996,1.0,31.0,5.0,23.339999999999993,0.13999999999998636,84.0,97.0,84.0,97.0
27.657333333333327,39.48616666666667,56.49833333333334,0.8321666666666668,0.0,385.80333333333334,-41.630833333333335,22.0,0.0,85.0,1.5119999999999998,1.0,31.0,5.0,23.255500000000005,0.13999999999998636,84.0,97.0,83.9,97.0
29.521333333333338,20.72933333333333,-22.78733333333333,-0.5556666666666666,0.4666666666666667,389.77666666666664,7.590500000000001,22.0,0.0,85.0,1.528,1.0,31.186500000000002,5.0,23.170000000000005,0.13999999999998636,83.9,97.0,83.9,97.0
21.24033333333334,29.178666666666672,10.791500000000003,0.0456666666666667,0.36666666666666664,388.22133333333346,-13.946333333333335,22.0,0.0,85.0,1.5813333333333328,1.0,31.32833333333333,5.0,23.142833333333336,0.13999999999998636,83.9,97.0,83.9,97.0
33.08183333333333,39.81616666666667,25.69533333333333,0.33083333333333337,0.0,387.02633333333335,-24.315666666666672,22.0,0.0,85.0,1.5999999999999994,1.0,31.171499999999998,5.0,23.0,0.13999999999998636,83.9,97.0,83.8,96.5
43.42583333333334,43.723166666666664,40.565000000000005,0.5528333333333333,0.0,385.2651666666667,-41.89383333333333,22.0,0.0,85.0,1.5999999999999994,1.0,31.244333333333334,5.0,23.0,0.13999999999998636,83.8,96.5,83.7,96.5
43.39266666666666,24.925666666666668,-14.245,-0.4153333333333333,0.25,389.0601666666667,4.258666666666667,22.0,0.0,85.0,1.587333333333333,1.0,31.324166666666667,5.0,22.89416666666666,0.14000000000010004,83.7,96.5,83.7,96.5
27.671666666666667,15.947000000000001,-33.662166666666664,-0.7258333333333334,0.38333333333333336,390.00733333333324,10.678166666666666,22.0,0.0,85.0,1.6666666666666665,1.0,31.0,5.0,22.755500000000005,0.13999999999998636,83.7,96.5,83.7,96.5
10.76683333333333,26.972333333333335,17.591833333333334,0.06099999999999998,0.2968333333333334,388.2659999999999,-12.941,22.0,0.0,85.0,1.7670000000000001,1.0,31.161333333333335,5.0,22.670000000000005,0.13999999999998636,83.7,96.5,83.7,96.5
27.820166666666672,43.498333333333335,58.683499999999995,0.8578333333333334,0.0,385.607,-40.135000000000005,22.0,0.0,85.0,1.7229999999999999,1.0,31.431166666666666,5.0,22.670000000000005,0.13999999999998636,83.7,96.5,83.6,96.5
34.67833333333333,31.376333333333335,4.464,-0.04966666666666668,0.0,387.97033333333326,-9.611500000000001,22.0,0.0,85.0,1.72,1.0,31.5,5.0,22.670000000000005,0.13999999999998636,83.6,96.5,83.5,96.5
